text,label
Seeking Middle School Reading or Social Studies teaching position that enables one to use my Instructional reading skills with technology.,Skills
Adapted History Teacher] offering [30] years of experience in teaching diverse history lessons to large groups of students by devising lectures and,Experience
"course cohesive with different learning styles. Resourceful in contributing to creation, execution and evaluation of curriculum to continually advance",Courses & Certificates
"assigning homework and administering exams. Personable in answering students' questions about lecture information, course materials, homework",Courses & Certificates
[History]. Veteran team leader and complex problem-solver with [30] years of related experience.,Experience
"Reading renaissance, International Baccalaureate Middle years program training for Humanities level 1 Leadership Served as fourth grade",Education
"resourcefulness and creativity, joint with excellent organizational... Good communication skills. A indisputable interest in children. Ability to",Skills
"Awards Teacher of The Year (1994) and (2002), Veteran Day Parade first place entry Award (Elementary), Crystal Apple Award, Junior",Achievements
"Achievement Award, Kiwanis Club Award and featured in Articles in newspapers entitled, Respect Yourself club and Summer Academy",Achievements
Seasoned Engineering Manager with ability to build and motivate high-performing engineering team with over 14+ years of experience in cards and,Experience
"payments industry, committed to rapidly and efficiently completing projects by leveraging team-based frameworks to best leverage available",Projects
Skills,Skills
"Technical communication skills - Bug Triage, reporting,",Skills
"Training & Development, mentoring",Courses & Certificates
"Behavioral skills - Forward-thinking mindset, Detail-oriented,",Skills
Managed fast paced project delivery from QA for time sensitive and key projects for company.,Projects
"Collis tool (BTT) automation using Python to reduce EMV test cases execution time to 1 week for all brands, thus completing any EMV",Skills
certification within 3 months.,Courses & Certificates
"Managed and Implemented spreadsheet based automation, that helped in improved test coverage and reduced production bug by 20% and",Projects
"Performed resource and project trade off analysis to meet roadmap schedule, product life-cycle (PLC)/Software Dev Life-cycle (SDLC)",Projects
Reviewed project goals and objectives on monthly basis with project manager and design team.,Projects
"Managed team of 8 employees, overseeing hiring, training, and professional growth of employees.",Courses & Certificates
"Software Certification Analyst , 04/2015 to 01/2016",Courses & Certificates
Instrumental in procuring 1st EMV certification within 6 months of joining.,Courses & Certificates
Reduced overall EMV certification timeline from 1+ year to,Courses & Certificates
Automation of EMV Certification and Transaction link application using spreadsheet based input.,Courses & Certificates
"Project Lead , 09/2005 to 04/2015",Projects
Received core value awards - â€œSYNERGYâ€​ in 2009 for team building and â€œSMARTâ€​ in 2012 for Individual performances.,Achievements
Nominated for BRAVO award in First Data (2012 and 2014).,Achievements
Developed and trained junior team members by leveraging industry experience to achieve optimal project strategy.,Experience
"Master of Computer Applications (MCA) : Computer Applications, Software Engineering, Databases, Networking, and Operating Systems ,",Education
Devi Ahilya University,Education
"Bachelors of Science : Electronics , 2002",Education
Devi Ahilya University - City,Education
Certifications,Courses & Certificates
"Certified Scrum Master (CSM) â€“ Certificate code: 1221056, Expires May 2022 Certified Tester Foundation Level (CTFL) - Certificate code:",Education
"17-CTFL-02141-USA No Expiry Agile Scrum Foundation - Certificate code: 2146592, No Expiry Using Python for Automation â€“ LinkedIn,",Skills
"No Expiry Python: XML, JSON, and the Web â€“ LinkedIn, No Expiry SQL for Testers â€“ LinkedIn, No Expiry",Skills
Technical Skills,Skills
"Â· Programming Tools: Python, Katalon studio, XLS data input, UNIX Shell/PERL scripting, Groovy, REST, JSON, XML, ISO 8583, EMV",Skills
"Â· Database and Tools: Oracle 11g, Oracle 12c, PostgreSQL, MongoDB, PGAdmin 4, SQL Developer, SQL management studio, Toad,",Skills
"Â· Project Management: Confluence, Jira, Microsoft Office Suite, Bugzilla, redmine, HP Quality center",Projects
"Â· Project Management Methodologies: Agile, Scrum, Waterfall, Iterative,",Projects
"Territory Human Resource Manager offering outstanding presentation, communication and cross-cultural team management skills. High-energy,",Skills
Leadership/communication skills,Skills
Effectively trained and developed leaders at all levels to effectively navigate through difficult Employee Relations Issues.Â  Leads the,Projects
company in the highest training compliance.,Courses & Certificates
Professional Experience,Experience
Monitors HR programs and provides training/coaching throughout the process to support divisions.,Courses & Certificates
Identifies trends and recommends training programs. Serves as a subject matter expert.Â  â€‹,Courses & Certificates
Monitors HR programs and provides training/coaching throughout the process to support divisions.,Courses & Certificates
Manages projects from concept to deliverables.,Projects
"Manages direct reports, systems and projects to achieve unit goals in accordance with Company policies and practices.",Projects
Strong verbal and written communication skills to include presentation and facilitation.Â Â Â,Skills
"Proficient in Microsoft Office, Power Point, Excel and Word",Skills
"Manage store payroll projections, productivity, and controllable expenses in relation to sales trends.",Projects
"Manage direct reports, all employees, systems and projects to achieve unit goals in accordance with Company policies and practices.",Projects
Coach and counselÂ Employees when necessary and manage delivery of hourly training programs.,Courses & Certificates
and direct training.,Courses & Certificates
"Coordinate divisional training for 45 first level managers, 25 Supervisors and more than 500 Sales Associates.Â",Courses & Certificates
"Bachelor of Science , Business Management 1995 Metropolitan State College of Denver ï¼​ City , State , USA",Education
"Influencing Without Direct Authority 2016 University of Wisconsin ï¼​ City , State",Education
DIRECTOR FINANCE PROJECTS,Projects
"large-scale projects, developing, implementing and auditing business process flows, and ensuring the accurate disclosure of financial facts.",Projects
"Experienced leader, working across the organization to create compelling analysis with the goal of influencing improved business performance.",Experience
Advanced Excel modeling,Skills
Project management,Projects
"Developed documentation and analytics for the European Union, Turkey, and United States Anti-Trust fillings related to the sale of IMG to WME.",Projects
"Implemented Statutory Ledgers, 26 Countries (SAP)",Projects
Configured and implemented Fixed Assets (SAP) 12 legal entities,Projects
Implemented SAP Budget and Planning (MS 7.5),Projects
Experience,Experience
Director Finance Projects,Projects
"teams within the Finance Division. Additional responsibilities include appropriate source identification, building of data extraction methods, design",Experience
"Developed and supported methods and studies to determine the effectiveness of business plans, policies and procedures in a $1.2 Billion",Projects
Business Unit requests for special projects related to Financial Forecasting and Analysis Developed and Supported forecasting methods for,Projects
"end close, reporting and analysis activities of 80+ worldwide locations, $150M annual budget. Developed lease accounting policies and",Projects
procedures. Developed and Administrated the Capital Expenditure planning and reporting process.,Projects
"Developed Portfolio Valuations utilizing Discounted Cash Flow Models,",Projects
Econometric Modeling and Risk Simulations Developed quantitative risk and return models Responsible for,Projects
due diligence Responsible for projections and budgets Worked with Low Income Housing and Historic Tax,Projects
"Bachelor of Arts : Economics/Geography University Of Cincinnati - City , State",Education
"MBA : Finance Bowling Green State University - City , State",Education
Skills,Skills
"Liaised with HR department to establish employee benefits, training, payroll and termination procedures",Courses & Certificates
Accounting Skills Â,Skills
Experience,Experience
"Handling project finances, reporting and accountability within the company",Projects
Provide for a system of management cost reports purposely for cost control by the project managers and other stakeholders.,Projects
Coordinate the provision of information to other stakeholders who finances the implementation of the projects within the company like,Projects
"AECF, IFAD, and Social Projects.",Projects
"Certification (Rainforest Alliance, IMO control) :",Courses & Certificates
Duties and Responsibilities,Experience
Manage financial matters and procedures in project implementation,Projects
Duties and responsibilities: Â,Experience
Duties and Responsibilities: Â,Experience
"Minaki High School 2001 Advanced Certificate of Secondary Education : Science City , Tanzania",Courses & Certificates
"Tosamaganga Secondary School 1998 Certificate of Secondary Education : Science and Arts City , Tanzania",Courses & Certificates
Interests,Hobbies
Skills,Skills
Project Reporting,Projects
Volunteering Experience,Experience
Results-oriented digital marketing professional with a background in project management and digital advertising. Experienced with various email,Experience
implementations. Works closely with other members of the internal project team and external client teams. Leads client calls to uncover solution,Projects
Skills,Skills
"InDesign, Quark XPress, Acrobat, Photoshop, Illustrator, Freehand, Pagemaker, Microsoft Word, Publisher, Excel, Power Point, Pitstop, Quite",Skills
Experience,Experience
"Certified trainer in Salesforce Marketing Cloud, experienced in training external client teams on various components of Salesforce",Experience
Familiar with coding SQL to write queries for Salesforce Marketing Cloud solutions.,Skills
documentation Experienced in writing requirements documentation and crafting technical solutions and designing flow diagrams for clients to,Experience
"achieve their email marketing campaign requirements utilizing Microsoft Word, Visio and Excel.",Skills
Keeps record of project requirement changes by updating the requirements documentation throughout the project.,Projects
"Leadership Leads client calls to effectively keep projects moving forward while minimizing scope creep and managing client expectations,",Projects
software implementations and web technologies/technical abilities Aptitude for software trouble shooting Experienced in web technologies,Experience
"and coding HTML, CSS and SQL Familiar with WordPress and Dot Net Nuke frameworks Familiarity with relational data and data",Skills
"Crafts project documentation which details the client's unique business requirements and email software solution configurations, which",Projects
"Provides client support during go live phase of the project, and performs ongoing support based on SOW requirements.",Projects
"As a certified trainer in Salesforce Marketing Cloud, conducts virtual or onsite training for clients on the email platform or various",Courses & Certificates
"Experienced with various applications and integrations in SFMC, including Email Studio, Marketing Cloud Connect, Journey Builder,",Experience
Identifies project risks and issues and presents alternatives to the internal team or the client team to alleviate or resolve them.,Projects
"Promoted to Digital Media Program Manager for Indico, where I planned, executed, and finalized projects according to strict deadlines and",Projects
Assisted in finalizing contracts and negotiated project deliverables and timelines with stakeholders and vendors.,Projects
"Responsible for defining project objectives, success metrics, and overseeing quality control throughout each project's life cycle with the goal",Projects
Managed the Print onDemand project and implemented the technicalprocesses related to print-on-demand and digitalfiles for NACS,Projects
Managed the Print on Demand project and implemented the technical processes related to print on demand and digital files for NACS,Projects
Education and Training,Courses & Certificates
"Completed coursework for certifications in Web Design/Development: Web Design/Development,",Courses & Certificates
"Polaris online - http://www.polaris.com *Studied web design and HTML, CSS, and SQL",Skills
"Bachelor of Arts : English The University of Akron ï¼​ City , State English",Education
"Bachelor of Arts : Political Science The University of Akron ï¼​ City , State Political Science",Education
Interests,Hobbies
"March 31, 2016 to present - License 5672023 *Salesforce Marketing Cloud Consultant Certification *July 18, 2017 to present - License",Courses & Certificates
17482983 *Salesforce certification verification site: http://certification.salesforce.com/verification?&fullname=Veronica%20Gancov *Studying for,Courses & Certificates
PMP certification,Courses & Certificates
Skills,Skills
"contracts, CSS, client, clients, client relations, customer service skills, client support, data management, designing, desktop publishing, direct mail,",Skills
"messaging, access, Excel, Power Point, Publisher, Microsoft Word, Works, network, NMS, personnel, presenting, various printers, processes,",Skills
"coding, project management, promotion, quality, quality assurance, quality control, Quark XPress, requirement, SQL, trainer, transmission, trouble",Skills
"March 31, 2016 to present - License 5672023 *Salesforce Marketing Cloud Consultant Certification *July 18, 2017 to present - License",Courses & Certificates
17482983 *Salesforce certification verification site: http://certification.salesforce.com/verification?&fullname=Veronica%20Gancov,Courses & Certificates
*Studying for PMP certification,Courses & Certificates
"Checks, Policy & Procedure Administration, Training and Development, Worker's Compensation, Unemployment Claims.",Courses & Certificates
"Chair, Employee Diversity Council, Kindred Healthcare (2009-2010), Employee Satisfaction Survey Achievement (50% increase in Survey",Achievements
"Employee of the Month-2005 (Academic Counselor, University of Phoenix).",Education
"Performance Achievement Award-1998-Account Executive, Xerox Corporation.",Achievements
"Total Quality Management Training-1999, Xerox Document University.",Education
Experience,Experience
Coordinates closely with the other human resources staffing coordinators to determine recruitment requirements and projections for future,Projects
Work closely with the Grievance Coordinator and collaborate on projects.,Projects
"Coordinates all recruitment processes to include ad review & placement, applicant screening, certification, interview coordination and pre-",Courses & Certificates
Developed and administered an effective full cycle recruitment program.,Projects
Developed and maintained affirmative action program.,Projects
Developed and distributed employee newsletter.,Projects
Achievement/Recognition:.,Achievements
"University of Phoenix December, 2006 MBA : Human Resources Management Human Resources Management",Education
"Old Dominion University May, 1993 BS : Secondary Education State Secondary Education",Education
"VCU School of Business November, 2008 SHRM Class Certificate",Courses & Certificates
Skills,Skills
"Excellent team player with legal background and abilities to interpret laws, procedures, policies and processes; Client-oriented, results-driven and",Skills
"Outstanding inter-personal, communication and customer service skills; Adept to organize, plan, and prioritize tasks with strong attention to details;",Skills
Comfortable working in a fast-paced and multicultural environment. Experienced in quantitative research and data analysis. Highly proficient in,Experience
"Microsoft suite ( World, Excel, Power point) with working knowledge of the World bank group systems including People Soft 9.1, SAP and",Skills
Staff training and development,Courses & Certificates
Experience,Experience
Consultant Project Manager 09/2009 to 07/2012 Company Name,Projects
Developed a reliable client health insurance database.,Projects
Master : Business Administration Business Administration,Education
"Master : Private Business Law Southeastern University City , State , France Private Business Law",Education
Skills,Skills
Skills,Skills
Excel,Skills
Experience,Experience
personalized experience to individual clients based on dressing concerns. Â Nurtures relationships by creating impactful appointments,Experience
personalized experience while maximizing sales volume. Regularly attended product knowledge seminars allowing delivery of service at the highest,Experience
consistent with needs and budget. Developed relationships to offer value to the customer experience. Increased sales volume by suggesting,Experience
additional items at point of service. Advanced visual presentation of merchandise on the selling floor. Adapted numeracy skills when conducting,Skills
prevent shortage of items. Contributed to maintaining company integrity during each transaction. Performed as a training mentor and shift lead,Courses & Certificates
Achievements,Achievements
Education and Training,Courses & Certificates
"Bachelor of Arts : Business Administration (Marketing) 2008 California State University Fullerton City , State",Education
INTERNATIONAL CERTIFICATION PROGRAM MANAGEMENT,Courses & Certificates
"I am an experienced professional with 14 years of aviation & aerospace with expertise in international governmental liaison, aircraft certification,",Experience
Skills,Skills
Aircraft Import/export experience Strong management & complex,Experience
problem solving skills,Skills
Developed & managed a revenue stream for foreign validations reducing budgetary restraints by 50%.,Projects
"Managed and directed external design engineering contracts, programs and implemented in house review and approval processes utilizing",Projects
Professional Experience,Experience
"International Certification Program Management 07/2010 to Current Company Name City , State",Courses & Certificates
Demonstrated experience in all aspect of the International aircraft validation / acceptance process from application submittal to granting of a,Experience
validated type certificate.,Courses & Certificates
Lead subject matter expert on foreign regulations with regards to certification & operations.,Courses & Certificates
"I developed and managed internal engineering disciplines, FAA, and foreign authority project teams during the validation process.",Projects
"Developed departmental procedures based on international bilateral agreements, governmental regulation and operational requirements.",Projects
As the IC Program Manager coordinated certification activities with internal functions and direct FAA involvement.,Courses & Certificates
Develop certification procedures as required and reviewed company documentation to meet FAA & foreign civil aviation authority,Courses & Certificates
"Reviewed compliance documentation, design data, Certification Plans, Compliance Reports, Drawings, wrote internal company",Courses & Certificates
I developed compliance packages and submitted directly to the FAA and foreign authority.,Projects
Improved guidelines in implementing certification programs while maintaining budgetary and schedule constraints.,Courses & Certificates
"Ensured compliance to multi-national agreements and regulatory frame work Experienced in US federal regulations 14CFR 61, 91, 23,",Experience
"Knowledgeable in European governmental regulations with regards to aircraft certification, and operations.",Courses & Certificates
"Developed and managed maintenance and avionic customer accounts, processed invoice payments, credits and net account billing.",Projects
Education and Training,Courses & Certificates
Bachelor of Science : Professional Aeronautics 2009 Embry-Riddle Aeronautical University,Education
"Professional Associate of Dive Instructors, Aircraft Owners and Pilots Association, Embry-Riddle Aeronautical University Alumni, Cherokee",Education
Certifications,Courses & Certificates
"FAA Certificated Commercial/Instrument Pilot - Single-Engine Airplane, PADI Certified Dive Master.",Education
Skills,Skills
"Dedicated and focused Office AdministratorÂ who excels at prioritizing, completing multiple tasks simultaneously and following through to achieve",Skills
project goals. Seeking a role of increased responsibility and authority.,Experience
Experience,Experience
Scheduled appointments and maintained master calendar.Â,Education
Oversaw training and daily performance of threeÂ staff.Â,Courses & Certificates
"Organized files, developed spreadsheets, faxed reports and scanneddocuments.Â",Projects
Created and maintained spreadsheets using advanced Excel functions and calculations to develop reports and lists.Â,Skills
Performed additional duties and special projects as assigned by the Chief Pilot.,Projects
"Successfully completedÂ NATA Compliance, TSA 12-5 programÂ to further develop professional skills.Â",Skills
Ensured that team member responsibilities were defined and understood.Â,Experience
Monitored ongoing expenses relative to budget projections.Â,Projects
Developed and created a more effective filing system to accelerate paperwork processing.,Projects
"Collaborated with other administrative team members, human resources and the finance department on special projects and events.",Projects
Skills,Skills
"Internet Research, Letters and Memos, Microsoft Excel, Microsoft Office Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word,",Skills
"Multi-Task Management, Organizational Skills, Prioritization, Proofreading, Reading Comprehension, Report Transcription, Research, Scheduling,",Skills
"Spreadsheets, Telephone Skills, Time Management, Travel Arrangements, Travel Booking, Travel Planning, Vendor Management",Skills
"strong communication, analytical, problem solving and reasoning skills.",Skills
Superior communication skills,Skills
Strong creative design skills,Skills
Training and development,Courses & Certificates
Exceptional interpersonal skills,Skills
Experience,Experience
"Direct personnel, training, and labor relations activities.",Courses & Certificates
"Organized files, developed spreadsheets, faxed reports and scanned documents.",Projects
1st and 2nd Grade Sunday School Teacher Oct 2009 to May 2010,Education
"Bachelor of Arts , Culture and Media Studies 2015 Eugene Lang College The New School for Liberal Arts ï¼​ City , State GPA: GPA: 3.87",Education
Dean's List (2011 - 2015) - awarded for maintaining a 3.5 GPA or higher per academic year Dean's Scholarship (2011 - 2015) - awarded for,Education
academic excellence Lang College Scholarship (2011 - 2015) - awarded as incoming student for leadership potential then continued for,Skills
3.87 GPA,Education
Dean's List (2011 - 2015) - awarded for maintaining a 3.5 GPA or higher per academic year,Education
Dean's Scholarship (2011 - 2015) - awarded for academic excellence,Skills
Lang College Scholarship (2011 - 2015) - awarded as incoming student for leadership potential then continued for maintaining satisfactory,Achievements
"University of Massachusetts Amherst ï¼​ City , State GPA: Dean's List",Education
4.0 GPA,Education
Notable Achievements,Achievements
Skills,Skills
"Organizational Skills, People Skills",Skills
Education and Training,Courses & Certificates
"Ph.D. : Homeland Security Policy and Coordination Walden University ï¼​ City , State I finished all course work. Â Need to do two residencies",Education
"Master of Arts : Homeland Security American Military University ï¼​ City , State GPA: 3.0",Education
"Bachelor of Science : Liberal Studies Iowa State University ï¼​ City , State Â Member of the ISU Flying Cyclones",Education
Work Experience,Experience
"Perform general personnel functions, such as supervision, training, and scheduling.",Courses & Certificates
"educational conferences, and teacher training workshops to maintain and improve professional competence. â€¢Â  Attend to children's basic",Courses & Certificates
"social development, such as games, arts and crafts, music, storytelling, and field trips. â€¢Â  Plan and supervise class projects, field trips, visits by",Projects
Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Hobbies
"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.",Courses & Certificates
"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to children.",Projects
"Organize and label materials, and display students' work in a manner appropriate for their ages and perceptual skills.",Skills
"Organize and lead activities designed to promote physical, mental and social development, such as games, arts and crafts, music,",Hobbies
"Plan and supervise class projects, field trips, visits by guests, or other experiential activities, and guide students in learning from those",Projects
"Teach basic skills such as color, shape, number and letter recognition, personal hygiene, and social skills.",Skills
Skills,Skills
"Dependable and resourceful Instructor/Trainer, Technical Writer and Instructional Designer who designs documentation, training programs or",Courses & Certificates
"curriculums, including classroom lectures, online courses, and self-study sessions, directed at students, employees, organization members, or those",Courses & Certificates
"Access Â​ '03, '07, Microsoft Excel Â​ '03, '07, '10, Microsoft Outlook Â​ '03, '07, Microsoft PowerPoint Â​ '03, '07, '10, Microsoft",Skills
"University of Memphis 2016 Doctor of Education : Instruction and Curriculum Leadership Instructional Design and Technology City , State GPA:",Education
1st Generation PhD Fellowship Academic Achievement Award Instruction and Curriculum Leadership Instructional Design and Technology 1st,Achievements
Generation PhD Fellowship Academic Achievement Award,Achievements
"University of Phoenix 2005 Master of Arts : Adult Education and Distance Learning City , State GPA: GPA: 3.91 Adult Education and Distance",Education
Learning GPA: 3.91,Education
"University of Memphis 2003 Bachelor of Science : Business Administration Management City , State GPA: Minority Merit Scholar Business",Education
Experience,Experience
Responsible for designing and developing course modules for the university by working with instructors and internal subject matter experts.,Education
"Responsible for designing and developing instructor-led training for the Nike warehouse distribution center in Memphis, Tennessee.",Courses & Certificates
Wrote processes and procedures for warehouse roles and functions.,Experience
"Club Z Tutoring Cordova, Tennessee Tutor students grades K-12 on Reading, Math, State Standardized Tests, and ACT Test Preparation.",Education
Responsible for designing and developing 6 online modules for the Introduction to Distance Education course for the TAACCCT grant.,Courses & Certificates
Company Name June 2013 to November 2014 Technical Training Manager Performance Improvement Manager,Courses & Certificates
"Worked collaboratively with business partners and other clinical staff to design and develop appropriate, high quality training interventions",Courses & Certificates
Facilitated training classes and conducts train-the-trainer workshops.,Courses & Certificates
"Utilized Information Mapping principles and techniques to create Job Aids, Training Manuals, Standard Operating Procedures, and other",Courses & Certificates
"Developed and created policies and procedures, job aids, training materials, user documentation and website alerts using Information",Projects
Responsible for designing and developing online math courses for the Ferndale School District for high school students using the Moodle,Courses & Certificates
"Responsible for the development of at least 34 courses which each included a study guide, an eLearning practice, and an eLearning",Courses & Certificates
"Utilized Information Mapping principles and techniques to create Job Aids, Training Manuals, Standard Operating Procedures, and other",Courses & Certificates
Company Name August 2011 to December 2011 Remote Instructional Designer and Project Manager,Projects
Responsible for the design and development of a course that provided the residents of UTHSC web-based instruction on how to prevent,Courses & Certificates
"Responsible for creating and managing the needs analysis, project plan, and implementation plan for the project.",Projects
Company Name April 2009 to June 2013 Training Consultant Instructional Designer and Technical Writer,Courses & Certificates
"Worked collaboratively with business partners and other clinical staff to design and develop appropriate, high quality training interventions",Courses & Certificates
"Designed and developed comprehensive instructor-led, e-learning, self-paced, and blended training classes for operations staff to ensure the",Projects
"Developed all aspects of training curriculum including courseware, participant guides, facilitator guides, assessments, learning activities, etc.",Projects
Facilitated training classes and conducts train-the-trainer workshops.,Courses & Certificates
"Researched and recommended solutions, resources, and methods to effectively meet training and development needs by identifying and",Courses & Certificates
eliminating training gaps.,Courses & Certificates
"Used Sum Total Learning Management System to publish and disseminate training, track compliance and report progress.",Courses & Certificates
"Utilized Information Mapping principles and techniques to create Job Aids, Training Manuals, Standard Operating Procedures, and other",Courses & Certificates
"Developed and created policies and procedures, job aids, training materials, user documentation and website alerts using Information",Projects
"Provided guidance, encouragement, and direction necessary to allow students to achieve established course objectives.",Courses & Certificates
Maintained course curriculum and taught material approved from curriculum and developed daily lesson plans to include instructional aids.,Projects
Skills,Skills
"academic, Adobe, backup, coaching, conferences, counseling, course development, Crystal Reports, curriculum design, Curriculum Development,",Courses & Certificates
"analysis, Order Entry, organizational, policies, writing prescriptions, processes, progress, Project Management, quality, quick, Reading, sales,",Projects
"Supply Chain, task analysis, teacher, Technical Writing, user documentation, phone, trainer, training materials, Training Manuals, training programs,",Courses & Certificates
Responsible Special Education Teacher with excellent communication skills demonstrated by 10 years of teaching experience. Skilled special,Experience
needs high school teacher with the ability to work with children of various emotional and behavioral challenges. Teacher with experience identifying,Experience
Excellent classroom management,Skills
Experience working special needs students,Experience
CPR certification,Courses & Certificates
Behavioral/cognitive skills development,Skills
Achievements,Achievements
Regularly met with parents to discuss student issues and course weakness areas. (30 day reviews & annual IEP),Courses & Certificates
"Employed special educational strategies and techniques during instruction to improve the development of study skills, social skills and test",Skills
taking skills.,Skills
Professional Experience,Experience
"Assists in planning, developing and revising curriculum to improve vocational/educational and community awareness skills of children and",Skills
"Assists in planning, developing and revising curriculum to improve vocational/educational and community awareness skills of children and",Skills
mediation and social skills.,Skills
mediation and social skills.,Skills
"Student tracking: class schedules, renewal of state licenses and updating course information.",Courses & Certificates
Education and Training,Courses & Certificates
"Master's of Science : Human Resource Management 5 2005 St. Joseph's University City , State",Education
Masters in Human Resource Management,Education
"Bachelor of Science : Social Relations 5 1994 Cheyney University of Pennsylvania City , State",Education
Certifications,Courses & Certificates
PDE Dual Certification for Special Education K-12 and Elementary Education k-6.,Courses & Certificates
Skills,Skills
"Director, marketing, materials, mediation, meetings, mental health, Access, Excel, office, Microsoft Office 98, Outlook, Power Point, 2000,",Skills
Experience,Experience
"Developed new and easier ways of doing journal entries for month end process, using Microsoft Excel.",Skills
"Revamped old cost reporting and 990 templates, using Excel, to make the process easier for colleagues that would enter information into",Skills
"Directly responsible for training staff at hospital, and have assisted system in developing the financial statements that are used today.",Courses & Certificates
Developed new FTE position control productivity report using complex queries and reports in Microsoft Access.,Projects
"Developed various sales, TGP, and other contribution margin reports, using Microsoft Access and Excel.",Skills
"Led the division in creating projects that would strip out relevant information from a report and put into Excel, using Monarch data mining",Skills
Developed over 30 models for the division to use.,Projects
Developed Excel macros to help make entering journal entries easier at month end.,Skills
Developed reports that track all IT assets and give a check list of what to do in case of a hard drive crash or any other maintenance activity.,Projects
"Created a sales report in Excel that used links, macros, and formulas, to show each sales persons sales, TGP, and cases, by using a drop",Skills
Developed a new spreadsheet to help track fuel expense and tracking for operations.,Projects
"Developed spreadsheet to keep track of customer credits, and salesman reimbursements.",Projects
"Developed report to show how many purchase order shorts there were, by vendor and warehouse id.",Projects
"Bachelor of Arts : Accounting , May 2000 Western Illinois University - City , State Accounting",Education
Skills,Skills
"financial, Financial Analyst, financial statements, fixed assets, hard drive, inventory, leadership, macros, Microsoft Access, Microsoft Excel, Excel,",Skills
"Over 15 years of increasingly responsible experience in general accounting, budgeting and reporting, fixed asset management, project management,",Experience
"participate in their enhancement and my education, professional experience, and skills become a positive feature to the company.",Experience
Capable Accountant successful at managing multiple projects and consistently meeting deadlines under pressure. Extensive knowledge of,Projects
*SPC4 -B Co. 192nd Support Battalion (76P10) - Logistics experience 1989-1992,Experience
"manufacturing), Vertex (taxes), Outlook, Word, Excel, Power Point, Lync and Pro-series software.",Skills
imperatives skills,Skills
Experience,Experience
"Implemented fixed assets internal controls create depreciation schedules, files, and monitor capital expenditures to ensure all projects are",Projects
"Fixed assets software implementation - Project Lead, research software companies, compare and contrast the different options that was",Projects
"Payroll-HRO module implementation support, set up conferences calls, prepared implementation presentation; training, prepared written",Courses & Certificates
"Managed capital and non-capital projects; prepare fixed asset capitalization, fixed asset cycle count, review for impairment, retire assets as",Projects
"Monitored projects, account balance and maintain communication with project manager as per company and GAAP regulations.",Projects
Monitor vendor data master for duplication or possible fraud.,Education
Analyzed costs and revenues to project future trends.,Projects
"Graduate Diploma , Business Administration Universidad 2009 Metropolitan University ï¼​ City , State",Education
"Bachelor of Science , Accounting 2007 Universidad del Turabo ï¼​ City , State Accounting",Education
Skills,Skills
"ISO9001, Team Lead, Logistics, MAPICS, Excel, Outlook, Power Point, Word, Works, QuickBooks, SAGE, Sales, SAP, SAP R3, Sarbanes",Skills
"Improves process, Fixed Assets Administrator, Project Lead, Account Reconciliation Skill, Payroll and Budget Proficiency, Capital Expenditures",Projects
"and Inventory Management, Communications Skills, Decision making, Financial Statements Analysis, Research Skills, Fast learner,",Skills
"12 years of experience in Software Quality Assurance requirements analysis, test planning, creating test cases, and test process coordination",Experience
"Experienced with functional, end to end, regression and user acceptance testing of Web based and Client Server interfaces Familiar with the",Experience
Waterfall and Agile SDLC 7 years experience in customer support/service and handling escalated issues 5 years of running formal training and,Experience
development programs for system users Advanced Windows OS and MS Office applications user/troubleshooting skills Ability to learn new,Skills
software very quickly Able to handle multiple projects Take ownership attitude Flexible team player,Projects
"Microsoft Excel/Word/Outlook/Access/Powerpoint/Frontpage, Windows 7/XP/2k, DOS, setting up/troubleshooting hardware/software, Mac,",Skills
Work Experience,Experience
T-SQL used to query/insert/update SQL DB to verify input/output of test scenarios.,Skills
Excel and Word extensively used for creation of project documentation Responsible for analyzing the requirements and testing all modules,Skills
"project features Perform functional, regression, and ad-hoc testing on all assigned EHR projects.",Projects
"Excel and Word extensively used for project document creation and SharePoint used for document management/sharing, PowerPoint used",Skills
Provided work estimates and ensured each project is efficiently staffed with testers to complete the project on time and on budget.,Projects
Identify all system functions and processes that may be affected by each project Provide meeting representation on all banking center,Projects
platform projects.,Projects
"Manage end to end, user acceptance and production certification testing Represent the end user in design, development, testing and",Courses & Certificates
In charge of the training and development of new test analysts brought on board to test the CA banking center new accounts system.,Courses & Certificates
Created and lead training classes in a formal setting in the test lab or virtually over the web for users.,Courses & Certificates
"Work Environment: Matrix team structure, Windows based, Quality Center used for test case and bug/incident reporting, Excel and Word",Skills
"extensively used for project document creation, Visio used for workflow charting and use cases.",Projects
"regression, and ad-hoc testing on assigned projects Maintained the test lab ensured appropriate software and hardware were up to date",Projects
Worked as on-site desktop support for the department during upgrade to Windows 98.,Education
"Helped IT team with hardware and software installations, password creation/resets and conducted user training sessions for peers.",Courses & Certificates
Provided excellent customer service.,Skills
Education and Training,Courses & Certificates
"BS , Computer Information Systems 2004 Golden Gate University ï¼​ City , State Computer Information Systems",Education
"Certificate Health Care Information Technology 2013 Cosumnes River College ï¼​ City , State",Courses & Certificates
Skills,Skills
"excellent customer service, databases, Database, document management, documentation, DOS, features, financial, Frontpage, FTP, functional,",Skills
